"source","date","date_published","measure","group","interval","min_age","max_age","proportion"
graphs_age_distribution,2020-05-13,2020-05-14T17:15:00.000+02:00,hospital_normal_age,"45 - 50","[45, 50)",45,50,0.047
graphs_age_distribution,2020-05-13,2020-05-14T17:15:00.000+02:00,hospital_normal_age,"50 - 55","[50, 55)",50,55,0.0
graphs_age_distribution,2020-05-13,2020-05-14T17:15:00.000+02:00,hospital_normal_age,"55 - 60","[55, 60)",55,60,0.047
graphs_age_distribution,2020-05-13,2020-05-14T17:15:00.000+02:00,hospital_normal_age,"60 - 65","[60, 65)",60,65,0.059
graphs_age_distribution,2020-05-13,2020-05-14T17:15:00.000+02:00,hospital_normal_age,"65 - 70","[65, 70)",65,70,0.059
graphs_age_distribution,2020-05-13,2020-05-14T17:15:00.000+02:00,hospital_normal_age,"70 - 75","[70, 75)",70,75,0.106
graphs_age_distribution,2020-05-13,2020-05-14T17:15:00.000+02:00,hospital_normal_age,"75 - 80","[75, 80)",75,80,0.118
graphs_age_distribution,2020-05-13,2020-05-14T17:15:00.000+02:00,hospital_normal_age,"80 - 85","[80, 85)",80,85,0.153
graphs_age_distribution,2020-05-13,2020-05-14T17:15:00.000+02:00,hospital_normal_age,"85 - 90","[85, 90)",85,90,0.153
graphs_age_distribution,2020-05-13,2020-05-14T17:15:00.000+02:00,hospital_normal_age,"90 - 95","[90, 95)",90,95,0.094
graphs_age_distribution,2020-05-13,2020-05-14T17:15:00.000+02:00,hospital_normal_age,"95 - 100","[95, 100)",95,100,0.024
graphs_age_distribution,2020-05-13,2020-05-14T17:15:00.000+02:00,hospital_normal_age,"≥ 100","[100, +∞)",100,,0.0
graphs_age_distribution,2020-05-14,2020-05-15T17:15:00.000+02:00,hospital_normal_age,"0 - 5","[0, 5)",0,5,0.015
graphs_age_distribution,2020-05-14,2020-05-15T17:15:00.000+02:00,hospital_normal_age,"5 - 10","[5, 10)",5,10,0.0
graphs_age_distribution,2020-05-14,2020-05-15T17:15:00.000+02:00,hospital_normal_age,"10 - 15","[10, 15)",10,15,0.015
graphs_age_distribution,2020-05-14,2020-05-15T17:15:00.000+02:00,hospital_normal_age,"15 - 20","[15, 20)",15,20,0.0
graphs_age_distribution,2020-05-14,2020-05-15T17:15:00.000+02:00,hospital_normal_age,"20 - 25","[20, 25)",20,25,0.015
graphs_age_distribution,2020-05-14,2020-05-15T17:15:00.000+02:00,hospital_normal_age,"25 - 30","[25, 30)",25,30,0.029
graphs_age_distribution,2020-05-14,2020-05-15T17:15:00.000+02:00,hospital_normal_age,"30 - 35","[30, 35)",30,35,0.029
graphs_age_distribution,2020-05-14,2020-05-15T17:15:00.000+02:00,hospital_normal_age,"35 - 40","[35, 40)",35,40,0.029
graphs_age_distribution,2020-05-14,2020-05-15T17:15:00.000+02:00,hospital_normal_age,"40 - 45","[40, 45)",40,45,0.015
graphs_age_distribution,2020-05-14,2020-05-15T17:15:00.000+02:00,hospital_normal_age,"45 - 50","[45, 50)",45,50,0.044
graphs_age_distribution,2020-05-14,2020-05-15T17:15:00.000+02:00,hospital_normal_age,"50 - 55","[50, 55)",50,55,0.0
graphs_age_distribution,2020-05-14,2020-05-15T17:15:00.000+02:00,hospital_normal_age,"55 - 60","[55, 60)",55,60,0.015
graphs_age_distribution,2020-05-14,2020-05-15T17:15:00.000+02:00,hospital_normal_age,"60 - 65","[60, 65)",60,65,0.074
graphs_age_distribution,2020-05-14,2020-05-15T17:15:00.000+02:00,hospital_normal_age,"65 - 70","[65, 70)",65,70,0.074
graphs_age_distribution,2020-05-14,2020-05-15T17:15:00.000+02:00,hospital_normal_age,"70 - 75","[70, 75)",70,75,0.088
graphs_age_distribution,2020-05-14,2020-05-15T17:15:00.000+02:00,hospital_normal_age,"75 - 80","[75, 80)",75,80,0.118
graphs_age_distribution,2020-05-14,2020-05-15T17:15:00.000+02:00,hospital_normal_age,"80 - 85","[80, 85)",80,85,0.162
graphs_age_distribution,2020-05-14,2020-05-15T17:15:00.000+02:00,hospital_normal_age,"85 - 90","[85, 90)",85,90,0.191
graphs_age_distribution,2020-05-14,2020-05-15T17:15:00.000+02:00,hospital_normal_age,"90 - 95","[90, 95)",90,95,0.074
graphs_age_distribution,2020-05-14,2020-05-15T17:15:00.000+02:00,hospital_normal_age,"95 - 100","[95, 100)",95,100,0.015
graphs_age_distribution,2020-05-14,2020-05-15T17:15:00.000+02:00,hospital_normal_age,"≥ 100","[100, +∞)",100,,0.0
