"date","date_published","cases","cases_residents","cases_nonresidents","cases_new","cases_residents_new","cases_nonresidents_new","cases_residents_prop","cases_nonresidents_prop","cases_sex_f_prop","cases_sex_m_prop","cases_sex_x_prop","cases_sex_u_prop","cases_age_mean","active","active_change","recovered","recovered_new","tests","tests_residents","tests_nonresidents","tests_new","tests_residents_new","tests_nonresidents_new","tests_residents_prop","tests_nonresidents_prop","tests_sex_f_prop","tests_sex_m_prop","tests_sex_x_prop","tests_sex_u_prop","deaths","deaths_new","deaths_transfer","deaths_transfer_new","deaths_hospital_prop","deaths_nonhospital_prop","deaths_sex_f_prop","deaths_sex_m_prop","deaths_sex_x_prop","deaths_sex_u_prop","deaths_age_mean","deaths_age_median","deaths_age_min","deaths_age_max","hospital_total","hospital_normal","hospital_intensive","hospital_total_transfer","hospital_normal_transfer","hospital_intensive_transfer","hospital_admissions","hospital_admissions_new","hospital_admissions_new_all","hospital_admissions_new_ma7","hospital_discharges","hospital_discharges_new","hospital_discharges_new_all","hospital_discharges_new_ma7","reproduction_number_effective","reproduction_number_effective_low","reproduction_number_effective_high","reproduction_number","reproduction_number_low","reproduction_number_high","state","flags"
2020-05-14,2020-05-26T18:45:00.000+02:00,3923,3175,748,7,13,-5,0.80933,0.19067,0.4874,0.5126,,,46.0,143,-9,3679,15,59988,47106,12881,1153,1258,2,0.78527,0.21473,0.49,0.51,,,104,1,1,0,0.65,0.35,0.44,0.56,,,84.0,85.0,,,82,71,11,1,0,1,,,,3,898,3,,6,0.83,0.53,1.13,0.997,0.95,1.044,"local","2,3,4"
2020-05-15,2020-05-26T18:45:00.000+02:00,3932,3179,751,9,4,3,0.80891,0.19109,0.4873,0.5127,,,46.0,135,-8,3694,15,61207,47405,12841,1219,299,-40,0.786857,0.213143,0.49,0.51,,,106,2,1,0,0.65,0.35,0.44,0.56,,,84.0,85.0,,,73,58,15,1,0,1,,,,3,900,2,,4,0.87,0.54,1.14,0.997,,,"local","1,2,3,4"
2020-05-16,2020-05-26T18:45:00.000+02:00,3945,3185,760,13,6,9,0.80735,0.19265,0.4873,0.5127,,,46.0,139,4,3702,8,62154,48168,13985,947,763,1144,0.774991,0.225009,0.49,0.51,,,107,1,1,0,0.64,0.36,0.45,0.55,,,84.0,85.0,,,63,50,13,1,0,1,,,,3,900,0,,4,0.92,0.54,1.15,0.997,,,"local","2,3,4"
2020-05-17,2020-05-26T18:45:00.000+02:00,3947,3190,757,2,5,-3,0.80821,0.19179,0.4869,0.5131,,,46.0,128,-11,3715,13,62260,49040,13220,106,872,-765,0.787665,0.212335,0.49,0.51,,,107,0,1,0,0.64,0.36,0.45,0.55,,,84.0,85.0,,,54,46,8,1,0,1,,,,2,905,5,,4,0.88,0.52,1.12,0.997,,,"local","4"
2020-05-18,2020-05-26T18:45:00.000+02:00,3959,3201,757,12,11,0,0.80874,0.19126,0.487,0.513,,,46.0,135,7,3718,3,63085,49620,13391,825,580,171,0.787482,0.212518,0.49,0.51,,,109,2,1,0,0.65,0.35,0.45,0.55,,,84.0,84.0,,,60,50,10,1,0,1,,,,3,905,0,,4,0.82,0.47,1.07,0.997,,,"local","1,2,3,4"
2020-05-19,2020-05-26T18:45:00.000+02:00,3971,3211,760,12,10,3,0.80861,0.19139,0.4871,0.5129,,,46.0,132,-3,3733,15,64086,50324,13694,1001,704,303,0.786091,0.213909,0.49,0.51,,,109,0,1,0,0.65,0.35,0.45,0.55,,,84.0,84.0,,,57,51,6,1,0,1,,,,3,906,1,,4,0.83,0.51,1.11,0.997,,,"local","2,3,4"
2020-05-20,2020-05-26T18:45:00.000+02:00,3980,3218,762,9,7,2,0.80854,0.19146,0.4871,0.5129,,,46.0,128,-4,3746,13,65331,51212,13769,1245,888,75,0.788107,0.211893,0.49,0.51,,,109,0,1,0,0.65,0.35,0.45,0.55,,,84.0,84.0,,,62,56,6,1,0,1,,,,2,906,0,,4,0.82,0.47,1.07,0.997,,,"local","3,4"
2020-05-21,2020-05-26T18:45:00.000+02:00,3981,3219,762,1,1,0,0.80859,0.19141,0.487,0.513,,,46.0,121,-7,3754,8,66083,51227,14497,752,15,728,0.779426,0.220574,0.49,0.51,,,109,0,1,0,0.65,0.35,0.45,0.55,,,84.0,84.0,,,51,46,5,1,0,1,,,,2,910,4,,4,0.83,0.45,1.06,0.997,,,"local","3,4"
2020-05-22,2020-05-26T18:45:00.000+02:00,3990,3228,762,9,9,0,0.80902,0.19098,0.4869,0.5131,,,46.0,120,-1,3764,10,67117,52454,14199,1034,1227,-298,0.786971,0.213029,0.49,0.51,,,109,0,1,0,0.65,0.35,0.45,0.55,,,84.0,84.0,,,55,47,8,1,0,1,,,,2,912,2,,4,0.81,0.4,1.01,0.997,,,"local","3,4"
2020-05-23,2020-05-26T18:45:00.000+02:00,3992,3230,762,2,2,0,0.80912,0.19088,0.4872,0.5128,,,46.0,113,-7,3772,8,68075,53378,14351,958,924,152,0.788111,0.211889,0.49,0.51,,,110,1,1,0,0.65,0.35,0.45,0.55,,,84.0,84.0,,,43,36,7,1,0,1,,,,3,915,3,,3,0.72,0.27,0.87,0.997,,,"local","3,4"
2020-05-24,2020-05-26T18:45:00.000+02:00,3993,3231,762,1,1,0,0.80917,0.19083,0.4873,0.5127,,,46.0,102,-11,3781,9,68141,53766,14341,66,388,-10,0.789434,0.210566,0.49,0.51,,,110,0,1,0,0.65,0.35,0.45,0.55,,,84.0,84.0,,,41,37,4,1,0,1,,,,3,915,0,,3,0.59,0.26,0.85,0.997,,,"local","3,4"
2020-05-25,2020-05-26T17:30:00.000+02:00,3995,3233,762,2,2,0,0.80926,0.19074,0.4873,0.5127,,,46.0,102,0,3783,2,68829,54297,14532,688,531,191,0.788868,0.211132,0.49,0.51,,,110,0,1,0,0.65,0.35,0.45,0.55,,,84.0,84.0,,,44,39,5,1,0,1,,,,4,916,1,,3,0.59,,,0.997,,,"local","4"
